date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:03:20	95815/95815	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/index.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/index.html	(from )
11:03:21	113/113	---M-Z	200	added ('OK')	text/plain	etag:%22580d76-76-5f95ba2108b71-gzip%22	https://pixelwibes.com/robots.txt		(from )
11:03:21	15086/15086	---M--	200	added ('OK')	image/x-icon	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/favicon.ico	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/favicon.ico	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:22	3929/3929	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2021:30:44%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/datatables/responsive.dataTables.min.css	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/datatables/responsive.dataTables.min.css	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:22	5384/5384	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2021:30:44%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/datatables/dataTables.bootstrap5.min.css	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/datatables/dataTables.bootstrap5.min.css	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:23	71434/71434	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/product-grid.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/product-grid.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:23	422031/422031	---MCZ	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2021:47:26%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/css/ebazar.style.min.css	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/css/ebazar.style.min.css	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:23	98516/98516	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/product-list.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/product-list.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:23	101793/101793	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/product-edit.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/product-edit.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:23	79596/79596	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/product-detail.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/product-detail.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:23	100499/100499	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/product-add.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/product-add.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:24	49124/49124	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/product-cart.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/product-cart.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:24	61021/61021	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/checkout.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/checkout.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:24	51990/51990	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/categorie-list.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/categorie-list.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:25	76825/76825	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/categories-edit.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/categories-edit.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:25	75398/75398	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/categories-add.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/categories-add.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:25	43529/43529	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/order-list.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/order-list.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:26	57202/57202	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/order-details.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/order-details.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:26	46840/46840	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/order-invoices.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/order-invoices.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:26	56865/56865	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/customers.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/customers.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:26	59971/59971	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/customer-detail.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/customer-detail.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:27	46726/46726	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/coupons-list.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/coupons-list.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:27	44399/44399	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/coupon-add.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/coupon-add.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:27	44311/44311	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/coupon-edit.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/coupon-edit.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:27	45131/45131	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/inventory-info.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/inventory-info.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:28	62657/62657	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/purchase.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/purchase.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:28	56386/56386	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/supplier.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/supplier.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:28	52944/52944	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/returns.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/returns.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:28	53019/53019	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/department.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/department.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:29	67756/67756	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/invoices.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/invoices.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:29	57643/57643	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/expenses.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/expenses.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:29	47256/47256	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/salaryslip.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/salaryslip.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:30	44300/44300	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/create-invoice.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/create-invoice.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:30	40534/40534	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/calendar.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/calendar.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:30	61521/61521	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/chat.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/chat.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:30	51119/51119	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/store-locator.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/store-locator.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:31	52532/52532	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:31	81667/81667	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/admin-profile.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/admin-profile.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:31	41495/41495	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/purchase-plan.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/purchase-plan.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:31	51169/51169	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/charts.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/charts.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:32	62416/62416	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/table.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/table.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:32	52861/52861	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/forms.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/forms.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:33	1210994/1210994	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/icon.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/icon.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:33	102172/102172	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/contact.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/contact.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:33	51931/51931	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/todo-list.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/todo-list.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:33	41027/41027	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:36%20GMT	https://pixelwibes.com/template/ebazar/html/dist/help.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/help.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:34	626/626	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/flag/GB.png	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/flag/GB.png	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:34	111/111	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/flag/DE.png	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/flag/DE.png	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:34	110/110	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/flag/FR.png	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/flag/FR.png	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:34	110/110	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/flag/IT.png	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/flag/IT.png	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:36	108/108	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/flag/RU.png	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/flag/RU.png	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:36	22567/22567	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:42%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar1.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar1.svg	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:36	9348/9348	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:42%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar3.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar3.svg	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:36	9725/9725	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:42%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar5.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar5.svg	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:36	20569/20569	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:42%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar6.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar6.svg	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:37	9269/9269	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:42%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar7.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar7.svg	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:37	9727/9727	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/profile_av.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/profile_av.svg	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:37	5854/5854	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:46%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-signin.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-signin.html	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
11:03:38	13786/13786	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-1.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-1.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/index.html)
